제목,리뷰,평점
언더 워터,일단 갈매기가 너무 귀엽구요 주인공 혼자 다 하는데 긴장감이 장난 아닙니다. 뻔한 결말이지만 재밌게 봤어요. ,9
그래도 내가 하지 않았어,조선의 10년을 앞서서 내다본 당신은 도대체... ,10
노무현과 바보들,안봐도 비디오 노무현이 제일불쌍함 ,1
어벤져스: 엔드게임,너무너무 아쉬워요 ㅠ 기억할게요 ,10
어벤져스: 엔드게임,이걸 영화관에서 본건 리얼 행운이다 !개울었네 ,10
어벤져스: 엔드게임,마블 보면서 울 줄이야 ㅠㅠ ,10
크게 될 놈,나쁘진 않지만 실화바탕이라는거랑 배우연기력 말고는.. ,7
어벤져스: 엔드게임,영화보고 평점 처음 올려봄 최고다 ,10
"다시, 봄",차분하게 우리삶을 생각해보게되는 영화입니다. 배우분들의 안정적인 연기 역시 돋보입니다. ,10
어벤져스: 엔드게임,재밌는 영화 만들어준 마블에 감사~! ,10
게이트,이러니까한국영화가 욕을먹지싶다 ,1
어벤져스: 엔드게임,깔끔하게 마무리 한 느낌이네요 10년이 넘는 시간동안 고생 많이 하셨어요 마블여러분 사랑해요~ 같이 즐겁고 행복했습니다~ 3000만큼 사랑해요~~ ,10
어벤져스: 엔드게임,네뷸라가 과거의 자신을 죽였으면 미래의 네뷸라는 존재 하지 않아야 맞지 않나? 중간에 로키가 테서랙트 들고 튀거나 캡틴이 하이드라 함으로써 변수가 생기고 미래가 달라질텐데..? 시간여행 설정이 역대 영화중 가장 개판이다. 지들 꼴리는대로야 완전. ,1
어벤져스: 엔드게임,영화 끝나고 치즈버거 사먹었습니다 ,10
어벤져스: 엔드게임,스칼렛 요한슨 미모는 진짜다... ,10
캡틴 마블,꼴폐미 비이이임!!!! ,1
어벤져스: 엔드게임,"난 솔직히 시리즈중에서 가장 망작이라생각된다.인피니티 워..를 너무 재미나게봐서 그런가..전작의 3할에도 못미치는 전개였어.물론 결말은 맘에들었지만말야..갠적으로 평점은 7점(마블과의 의리상),하지만 엔드게임 평점을 깎을필요가 있어서 1점준다. ",1
어벤져스: 엔드게임,엔딩크레딧으로 넘어가는 노래 가사까지 모든게 완벽하네요 ,10
어벤져스: 엔드게임,어벤져스히스토리책으로 다시봐야겟어요 ,8
아이언맨,로다주 3000만큼 사랑해!!  당신 보려고 다시 1편부터 보기 시작했어 10년동안 고생해줘서 고마워 ,10
어벤져스: 엔드게임,내인생의 최고의 영화.. 잘가요 캡틴 스타크 ,10
어벤져스: 엔드게임,3000만큼 재밌어요 ,10
어벤져스: 엔드게임,보는내내 벅참 그 자체였다 ,10
어벤져스: 엔드게임,와 진짜 슬프다ㅜㅜ땡큐 어벤져스!! ,10
어벤져스: 엔드게임,최고령맨 잘봐쓰맴요! ,10
어벤져스: 엔드게임,정말 잼있숩니다. 시간이 가는줄 몰랐네여 ,10
어벤져스: 엔드게임,엔드씬 30분만 빼고 2시간 40분동안 지루했네요. 그래서 앤드 게임인가하네요 ,1
노무현과 바보들,죄질죄량 최악의 한나라 후예들의 거짓 선동질 과 별점 테러  그리고 노무현 지지자인척 연기하며 깍아내리는 유치한 쇼에 속지 않는다 ,10
어벤져스: 엔드게임,고맙고 사랑해요 아이언맨! ,10
12 솔져스,별로 재미없는데..잘모르겟음 ,2
어벤져스: 엔드게임,"아이언맨과 캡아의 은퇴라고는 알고있었지만, 같이 한 10년 너무 즐거웟어요 다른영화로 만나보겟지만, 아연맨과 캡아형 캐릭터는 오래기억할거 같네요. ",10
어벤져스: 엔드게임,최고ㅠㅠ엿음다들너무멋잇엇고그동안수고했다고전해주고싶다ㅎㅎ ,10
어벤져스: 엔드게임,말이필요없다.. 진짜 최고 ,10
불한당: 나쁜 놈들의 세상,나 또 봤다 진짜 이영화 중독성..내 인생영화 왜 안떴을까..ㅜㅜ ,10
어벤져스: 엔드게임,ㅠㅠ.. 같은 시대에 나와줘서 감사하다 ,10
강변호텔,음.. 어중간하네요. ,6
괴물,과거 계획할 당시 막대한 비용의 CG 때문에 골머리를 앓았던 문제를 괴물사건 이후 사람들의 리액션 장면들을 활용하여 잘 살려냈다. 적은 CG 장면들로 이렇게 심오하고 긴장되는 영화를 만드는 사례는 얼마 없을 듯. ,10
안나 카레니나,초반 1시간 몰입해서보다가 지루해짐..그냥 불륜 ,1
원더풀 고스트,시간낭비어처구니가 없다 ,1
어벤져스: 엔드게임,아이언맨짱!!!!좋아요 ,8
돈,내용이 너무 허무맹랑해서..유지태는 올드보이를 벗어나질 못하네..남자 미달이네 ,6
어벤져스: 엔드게임,ㅠㅠ 또 보고싶어요!! ,10
어벤져스: 엔드게임,그동안 즐겁고 행복했어요  ㅠ ,10
어벤져스: 엔드게임,굿굿굿구숫수수수숫수ㅛ굿 ,10
인디펜던스 데이,나 초6 때 개봉했으니 당연히 그당시엔 관심도 없었던 영화지만 23년이 지난 지금 본 입장에선.. 지금 개봉했음 개봉첫날 영화관가서 팝콘들고 봤을 영화지.. 단 한시도 눈을 못떼면서.. 23년전에 CG구현을 이렇게까지 해낸게 그저 감탄스러울뿐. ,10
툴리,공감대 쩔어...쩜...쩜... ,8
어벤져스: 엔드게임,역시 캡아는 마지막까지 x새기구나 불쌍한 토니 ㅜ ,10
어벤져스: 엔드게임,3번 울었다ㅜㅜ... ,10
어벤져스: 엔드게임,와 돈이아깝지않네요 최고 ,10
글래스,"수많은 복선과 깊은 의미을 담고있는 대사들... 한정판이 아닌 기원으로, 끝이 아닌 새로운 시작으로 마무리 하는 영화. 전작을 이해하고 본다면 누군가에겐 최고의 영화가 되지 않을까 싶다. ",10
어벤져스: 엔드게임,꼭 보세요 두번...아니 세번네번.... ㅜㅜ ,10
어벤져스: 엔드게임,10점 10점 10점 10점 10점 ,10
자전차왕 엄복동,1점도아깝ㅈ다.... ,1
어벤져스: 엔드게임,"Cap, On your left ",10
콜드 체이싱,..좀 과격해진 파고.. ,8
요로나의 저주,1970년에 스쿨버스가 있다는것에 제일놀람 ,8
어벤져스: 엔드게임,11년의 장구한 마무리. 토니의 장례식은 토니의 장례식이자 스탠 리의 장례식 같았네요 ,10
미성년,영화 정말 잘 만드셨어요 ,10
어벤져스: 엔드게임,Do not miss it ,10
어벤져스: 엔드게임,와 미쳤다.. 최고다 이 길고 긴 3시간이라는 인도영화같은 런타임이 전혀 지루하지않았다. ,10
뽀로로 극장판 보물섬 대모험,사촌동생 데리고가서 본 뽀벤져스 엔드게임 ,10
어벤져스: 엔드게임,글쎄~초반부는 별 재미없음^^ ,4
어벤져스: 엔드게임,진짜 인생 최고영화입니다. ,10
어벤져스: 엔드게임,아이언맨 3000만큼 사랑합니다 ,10
어벤져스: 엔드게임,재미있게 봤어요 뭉클 하기도 했습니다 꼭 보세요~! ! ,9
어벤져스: 엔드게임,걸작이다. 다소 불편한 장면도 있지만 만족스럽다 ,10
어벤져스: 엔드게임,잼나네여 명작입니다 짝짝 ,10
어벤져스: 엔드게임,우와아ㅏ아아아ㅏ아아 ,10
어벤져스: 엔드게임,인생영화정말 최고심지어 옆자리는 4번정도 울더라ㅠ ,10
어벤져스: 엔드게임,"기대를 너무 많이 해서 그런지 의외로 덤덤했음,, 인피니티 워가 확실히 더 재밌었고. 전투씬이 제일 기억에 남음. 인워 다음이라 그런지 영화 처음부터 무거운 분위기였던 거 같다. 그냥 시작부터 끝까지 무진장 슬펐던 엔드게임. 내 로키 어디 갔냐구.. ",10
어벤져스: 엔드게임,너무 지루함(실망)... ,6
어벤져스: 엔드게임,전체 전투씬나올때숨멎을뻔 ,10
생일,불쌍한 천안함 용사들.하늘나라에서는 편애받지 않으시길... ,1
어벤져스: 엔드게임,너무나 재미있게 잘 봤습니다 ,10
어벤져스: 엔드게임,어벤져스 3000만큼 사랑해 ,10
어벤져스: 엔드게임,진짜 별로인 영화.돈 아까워ㅜ ,2
던전에서 만남을 추구하면 안 되는 걸까? –오리온의 화살–,헤스티아가 성격만은 나쁘지는 않네. 잉여신보다는 낫지만 가슴만 큰 애고 말이지. ,10
어벤져스: 엔드게임,완전멋져요중간에조금지루하긴했지만ㅠ ,8
뽀로로 극장판 보물섬 대모험,나비록 6살짜리 어린이지만 죽으면 한줌의 흙으로 돌아갈 것인데 내인생에 최대의 보물은 무엇인가 생각해보았을때 그것은 우주를 창조하신 그리스도 하나님께 경배하는 것임을 천명하노라 ,9
콜드 체이싱,아는 만큼 보이는 법이지 이게 뭔 영화냐 지루하고 재미없다고 하는 사람들은 블랙코미디 라는게 어떤건지도 모를걸 ,8
어벤져스: 엔드게임,와 역대급 어벤져스 꼭보세요 ,10
어벤져스: 엔드게임,최고의 마무리 당분간 DC가 마블을 뛰어넘기는 힘들것 같다 ,9
어벤져스: 엔드게임,무도도 가고.어벤져스도 가고...ㅜㅜ박수를 보냅니다. ,10
어벤져스: 엔드게임,"엄청난 노력과 시간을 쏟아부은 영화...한 필름, 한 대사 마다 정성이 느껴지는 걸작입니다. ",10
어벤져스: 엔드게임,베리베리굳3938372ㅗ2 ,10
어벤져스: 엔드게임,나만운게 아니라서 다행..End가아닌 And였으면.나의 영웅들 그동안 수고했어요 그리고 고마웠어요. ,10
캡틴 마블,엔드게임을 위한 예고편 ,10
어벤져스: 엔드게임,확실한 건 인피니티 워보다 재미없다는 것이다...가끔 지루하기도 하고...좀 과대평가된 듯 ,6
어벤져스: 엔드게임,10년 대장정의 마무리. ,10
어벤져스: 엔드게임,나이40에 액션영화보고 눈물흘리긴 처음이네 ㅋㅋㅋ ,10
어벤져스: 엔드게임,저 2D로 봤는데 3D로 다시 볼계획 입니다 ,10
어벤져스: 엔드게임,다시는 못볼테지.. 아이언맨.. ,10
어벤져스: 엔드게임,"솔까 망작임. 밸런스 붕괴 개사기캐 마블. 어설픈 페미. 후계자는 죄다 여자. 사골국 울여내듯 진부한 시간여행. 로다주, 크리스 없는 어벤저스는 앙금없는 찐빵. 걍 또 건틀렛으로 살리지?ㅋ 임펙트 없는 나머지 영웅들로 다음 시즌은 어이 이어갈꼬?? ",4
어벤져스: 엔드게임,2번정도봐도 안질릴듯해요~^^ ,10
어벤져스: 엔드게임,마지막에 걸맞는 영화입니다. 정말 최고였습니다 ,10
어벤져스: 엔드게임,재미있긴 한데 딱 킬링타임무비인데... 뭐가그리감동적인지... ,8
어벤져스: 엔드게임,아이언맨 아저씨 최고야 ,10
계춘할망,따뜻하다 윤여정씨 연기 진짜 잘하신다 ,10
어벤져스: 엔드게임,중간에는 약간 지루했지만 너무 재밌었어요ㅜㅠㅠㅠ ,10
스파이더맨: 뉴 유니버스,완전히 재미있어요 . 눈을 땔 수가 없네요 ,8
어벤져스: 엔드게임,마지막 엔딩크레딧 올라가고 히어로들 나오는데 눈물납니다 ㅠㅠ ,10
어벤져스: 엔드게임,쿠키영상이 없어요ㅜㅜ ,8
어벤져스: 엔드게임,전편보다는 조금 아쉬운... ,8
어벤져스: 엔드게임,끝나버려서 너무 안타깝다마블의 11년에 박수를 보낸다 ,10
어벤져스: 엔드게임,간략하게 스포 갑니다.마지막 쯤에 엄복동과 타노스의 자전거 추격씬은 꼭 보세요 ,10
하트스톤,이런 영화가 순위권에 좀 있었으면.. ,10
어벤져스: 엔드게임,예상밖의 전개...하지만 역시 실망시키지 않네요. 재미와 감동 모두 만점입니다. ,10
어벤져스: 엔드게임,대망의 끝이네요. 잘 봤습니다. ,10
어벤져스: 엔드게임,최고입니다!!^^♡ ,10
뽀로로 극장판 보물섬 대모험,어린아이들은 무섭다고 중간에나왔지만 큰아이들은 너무너무 재밌었다고 좋아했네요ㅎㅎ ,10
숨바꼭질,난 진짜 재밌는데 평점이 낮넹ㅋㅋㅋㅋ ㅠㅠ ,10
어벤져스: 엔드게임,마지막 캡틴 아메리카처럼 늙고 싶다. ,10
어벤져스: 엔드게임,3000만큼 사랑합니다. ,10
어벤져스: 엔드게임,"헤일 하이드라,, 찡긋! ",10
어벤져스: 엔드게임,완전 재밌게봤어요 전작은 못봤는데 크게 상관은 없는것같았습니다 ,10
나무없는 산,가슴 먹먹~다큐를 보는듯  리얼하고자연스러운 아이들의 연기에감탄~ ,10
어벤져스: 엔드게임,이 시대 최고의 영화입니다. ,10
어벤져스: 엔드게임,"2008년 아이언맨으로 시작한 대장정이 끝났습니다. 출연진, 스태프, 기타 여러분들 고생 많으셨습니다. 11년간 함께해줘서 즐거웠습니다. ",10
어벤져스: 엔드게임,"4Dx3d 주말아침예매했는데 슈퍼플렉스G, 아이맥스로 다시 볼거임. 혼자봐서 그렇지만 재밌다능.... ",10
어벤져스: 엔드게임, ‘좋은 안녕’에 신경쓰다가 ‘좋은 영화’가 되지는 못한 것 같다. ,7
어벤져스: 엔드게임,하 진짜 내 인생 역대급 대작임ㅜ ,10
스승의 은혜,박평식이 6점이면 엄청 잘준거아니냐 ,6
어벤져스: 엔드게임,솔직히 개연성이 조금 떨어지는 면이 있음 그러나 재밌고 감동적임 ,8
돈,스토리도 엉망...개연성도 엉망....갑자기 분노 갑자기 결말...이게..뭐.. ,2
어벤져스: 엔드게임,일단 보고 말하자 ㅠㅠㅠ ,10
어벤져스: 엔드게임,솔직히 마블 어벤져스 시리즈는 매번 명작 ,10
어벤져스: 엔드게임,이정도면 극장에서 돈주고 봐도 되겠어요 마블빠도 아니지만 괜찮네요~ 근데 스타크 딸래미가 너무 이쁘네요 이것도 스포인가? ,10
어벤져스: 엔드게임,타노스 죽음 타노스 죽음 타노스 죽음 ,10
어벤져스: 엔드게임,나오자마자 다시 복기하고싶은영화! ,10
어벤져스: 엔드게임,스타워즈를 이렇게 만들었어야지 ,10
투모로우,최고의 재난 영화. 그러나 구텐베르크 성경이 최초라는 것은 잘못됨. 직지심체요절이 78년 더 앞섰음. ,10
어벤져스: 엔드게임,우주띵작 사랑합니다ㅠ ,10
알리타: 배틀 엔젤,환타지스럽고 넘 재밌어요 ,10
어벤져스: 엔드게임,토니가 아빠랑 만나서 이야기 나눌 때가 참 그렇더라구요 ,10
어벤져스: 엔드게임,제가 본 영화 중 탑3 안에 들어요..말로 표현할 수 없어요 ,10
작전,오늘도 털렸다 ㅜㅜ 성투하세요 ,10
루스 베이더 긴즈버그 : 나는 반대한다,멋졌습니다 실화라서 더욱 ,8
어벤져스: 엔드게임,감사했습니다 잊지못할서예요 ,10
어벤져스: 엔드게임,너무 재미있게 봤습니다!! ㅠㅠㅠ ,10
어벤져스: 엔드게임,3000만큼굿굿굿ㅋ ,10
어벤져스: 엔드게임,히어로의 감동으로 끝을 장식 어벤져스보고 눈물을흘린적은 처음이에요 너무 감동적이고 재밌는영화였습니다 ,10
어벤져스: 엔드게임,"아...""Captain. On your left."" ",10
어벤져스: 엔드게임,"850,000 이였어도 봤을영화 ",10
어벤져스: 엔드게임,최고의 오락영화! 3시간은 넘 길어서 9점 ㅋ ,9
어벤져스: 엔드게임,"재밌어요,멋있어요 사랑해요 ",8
미성년,이 영화를 한단어로 말하자면 '재발견'이다. 김윤석 김혜준의 재발견. ,10
어벤져스: 엔드게임,나는 아이언맨이다 ㅡ 로버트 다우니 주니어 ,10
어벤져스: 엔드게임,최고로 행복한 꿈같던 순간들. 그립겠지 ,10
어벤져스: 엔드게임,3000만사랑해♡♡ ,10
어벤져스: 엔드게임,종합선물세트다 진짜 3000점 드림 ,10
캡틴 마블,마블 영화를 보면서 첨으로 눈물이 난 것 같음. 첨에 페미영화라고 욕을 많이 해서 진짜 그런가 했는데 페미영화 같지 않고 그냥 '여자라고해서 할 수 없는 것은 없다' 라는 메세지를 주는 영화라고 생각함.ㅎ ,10
어벤져스: 엔드게임,끝난다는거 자체가 슬픔 나에겐  넘 슬픈영화 ,10
어벤져스: 엔드게임,우와!! 주말도 안지났는데 2백만 넘었네요. 이러다 2천만 찍을듯. 헐 ,10
